Appt,Name,Charity,Registered Number,Date
A1862,T623102098720302077,C.b.s. Mount Sion; Waterford,20148096,2017-10-01
A1863,T7137089263511254746,Ballintrillick Environmental Group Company Limited by Guarantee,20035112,2018-03-23
A1864,T7532594999043545680,Ballinrobe Community School,20149314,2016-08-31
A1865,T7532594999043545680,Cappatagle Central Sch,20122522,2008-02-05
A1866,T5910898743308726125,Saint Patrick's National School - Crossmolina.,20018306,2015-12-07
A1867,T3840017328400348205,Rosary College,20145811,2016-10-24
A1868,T8083608564250036482,Leave No Trace (Ireland),20082178,2017-10-18
A1869,T5476842364993145009,Ballon Rathoe Childcare Facility Limited,20074289,2009-04-03
A1870,T3266231524968056259,Sn Muine Mhea,20122416,2011-11-01
A1871,T3525642501155388254,Boher Community Development Association,20154943,2013-02-13
A1872,T1898284786168540669,Clonmel Horse Show and Agricultural Society Limited,20041274,1989-02-01
A1873,T9050066659442015870,Clontubrid Mixed N S,20125356,2015-12-01
A1874,T5034384053448323212,Sn Mhuire (Ballyhooly),20114213,2015-12-01
A1875,T6214435706165888451,Offaly Heritage Centre Limited,20025953,2016-05-18
A1876,T2856691941709290565,Abbey Vocational School - Parents Association,20017286,2017-10-10
A1877,T2164252875096521698,Saint Paul's School-Navan,20017804,1999-11-30
A1878,T7798033648660886919,Irish Road Victims' Association,20100070,2018-03-18
A1879,T6232511863125234480,St. Joseph's National School (Miltown Malbay),20102302,2015-12-09
A1880,T4638811718336318884,Ballintubber Resource Centre Limited,20054830,2002-12-19
A1881,T8179514195881581764,Saint Raphaela's Secondary School Trust-Stillorgan,20019082,2016-10-15
A1882,T8045369289352497241,Glenfarne Community Development Trust Limited,20049355,2017-03-30
A1883,T55294792014552475,St. Joseph's Foundation,20016104,2009-11-09
A1884,T2040953923558147460,Glenbeigh Forever Young Social Centre,20108120,2019-01-14
A1885,T5626052696320409472,Clooniquin N S,20133849,2016-02-04
A1886,T4089676716572603807,Lehena Enterprises,20152918,2016-07-17
A1887,T2955544596496539306,Carbally community Development project,20141240,2017-01-25
A1888,T5793324670971828354,Gleneely N S,20115784,2016-12-01
A1889,T8427455324042562776,Ballinode Community Projects Limited,20055806,2014-09-01
A1890,T2722401692554572397,Glendalough and District Development Association,20039318,1998-01-13
A1891,T2722401692554572397,Ballinskelligs Inshore Rescue Ltd.,20063405,2006-08-04
A1892,T7013856550568734221,Leamy Endowments.,20002787,2017-07-27
A1893,T5269064452656755353,Irish Primary Principals' Network Limited,20063634,2016-01-04
A1894,T7975811644918374451,OBAIR Community Support DAC,20107901,2008-06-30
A1895,T7374507698067321358,Glin Going Strong Club,20040345,1993-01-01
A1896,T8534011868909566112,Irish Refugee Council,20025724,2013-12-04
A1897,T5774052288689923888,Glenswilly N S,20116132,2011-11-23
A1898,T3536964716640807396,Saint Ultan's Childcare Project Limited,20070038,2015-07-14
A1899,T4743881928729614989,Óglaigh Náisiúnta Na hÉireann Cuideachta Faoi Theorainn Ráthaíochta,20044268,2015-09-26
A1900,T2685061669652334650,Dalkey N S (2),20118181,2015-12-01
A1901,T3030746882394328320,Clonmany Mental Health Association Company Limited by Guarantee,20153694,2014-07-05
A1902,T8395502524911437078,Óglaigh Náisiúnta Na hÉireann Cuideachta Faoi Theorainn Ráthaíochta,20044268,2017-09-23
A1903,T1064487628680543718,Cappamore Housing Association Company by Limited Guarantee,20066840,2007-02-14
A1904,T4704764588079381065,Cystinosis Foundation Ireland Limited,20053796,2003-06-06
A1905,T3793564675861655887,Roscommon Home Services Co-operative Ltd,20056827,2012-07-09
A1906,T2669880276649629482,Cappamore Housing Association Company by Limited Guarantee,20066840,2007-02-14
A1907,T6377205109656176674,Offaly Association for People with an Intellectual Disability,20017279,1995-01-01
A1908,T4279034694090194775,Enable Ireland Disability Services,20006617,1984-09-26
A1909,T7595134869015492219,Employment Development and Information Centre (Longford0 Limited,20058708,2010-09-01
A1910,T3553952656717572588,Clonmore Community Centre Ltd,20076276,2010-06-14
A1911,T165905616327273591,Irish Seed Saver's Association Ltd,20045029,2010-03-01
A1912,T3254990823784850733,Abbeydorney/Kilflynn Family Resource Centre Limited,20074968,2011-06-02
A1913,T5625398225776742031,Saint Paul's School-Navan,20017804,2012-11-30
A1914,T4130650019680179085,Clonmany Enterprise Development Limited,20032135,2004-04-01
A1915,T2612326871481111415,Capuchin Day Centre for Homeless People,20004835,2013-08-01
A1916,T2612326871481111415,Capuchin Day Centre for Homeless People,20166120,2017-11-13
A1917,T8665008852586877106,Clonmore N S,20134822,2015-12-14
A1918,T1341744536647630635,Légion d'Honneur Ireland,20157357,2017-03-22
A1919,T7012167728910665905,Lecanvey Community Centre Ltd,20011949,2014-01-01
A1920,T2404931279728130023,Roscara Housing Association Limited,20032586,1995-04-01
A1921,T1209591597879910030,Carbery Housing Association Company Limited by Guarantee,20048174,2001-09-25
A1922,T4207288101176091979,Enable Ireland Sandymount School,20139711,2015-11-01
A1923,T917792424515058567,Irish Racehorse Trainers Benevolent Fund Assoc.,20031428,2014-11-25
A1924,T8342285037028642219,Saint Ultan's Childcare Project Limited,20070038,2008-11-10
A1925,T3048346982675284328,Dalkey Irish Heritage Town Company Limited,20026363,1995-08-28
A1926,T1343502179330004278,Leighlinbridge Housing Association Ltd,20062750,2016-01-11
A1927,T7664933731807853048,Óglaigh Náisiúnta Na hÉireann Cuideachta Faoi Theorainn Ráthaíochta,20044268,2014-09-27
A1928,T3368284478029784264,Saint Peters College.,20001681,2018-09-28
A1929,T3260109728472212699,Lee Valley Bible Church,20038717,2015-01-01
A1930,T3058565929537122008,Cappanagarrane Horse Rescue,20101305,2015-05-01
A1931,T950105318683140023,Mills and Millers of Ireland,20048600,2015-10-10
A1932,T5635684600719907289,Cloontagh Mixed N S,20128388,2015-11-16
A1933,T2603834052323812365,Capacitar Ireland Limited,20059811,2018-08-01
A1934,T8901786250932644709,Ennistymon National School,20111250,2015-12-08
A1935,T3790513388252178459,Saint Paul's School-Navan,20017804,1999-11-30
A1936,T1733288623957879150,Saint Paul's Special School-Beaumont,20013097,2016-01-21
A1937,T717160491361134698,Cappagh Orthopaedic Hospital Research & Development Foundation,20023201,2015-03-04
A1938,T1273801544276216564,Carbally community Development project,20141240,2016-01-20
A1939,T5869414829353798011,Irish Society for Christian Civilisation,20082277,2004-02-06
A1940,T1941374917835108035,Lebanon Trust (Ireland) Helping Children,20074449,2010-10-21
A1941,T4360230600077176238,Saint Patrick's National School-Drogheda,20023232,2015-12-10
A1942,T5252965318550612912,Lehena Enterprises,20152918,2016-07-17
A1943,T741584993766038923,A Sense of Cork Mid-Summer Arts Festival Limited,20075514,2013-01-07
A1944,T4972603929113305943,Saint Patrick's Missionary Society Benevolent Trust,20024468,2018-07-09
A1945,T6166545191599572316,Ballintubber Community Playground Company Limited by Guarantee,20162917,2017-06-19
A1946,T8877326920385115882,Irish Progressive Association for Autism Limited,20066444,2005-11-16
A1947,T5919453008535673057,Óglaigh Náisiúnta Na hÉireann Cuideachta Faoi Theorainn Ráthaíochta,20044268,2016-09-24
A1948,T2137705634384205762,Saint Patrick's National School-Drogheda,20023232,2015-12-10
A1949,T121258798071247763,Irish Social Finance Centre Ltd.,20039998,2001-06-01
A1950,T1960448808980829778,Irish Search Dogs Association,20078607,2012-04-10
A1951,T3372534549268353994,Vincentian Fathers,20016678,2012-12-12
A1952,T3829318561549906914,Daingean Social Services.,20019570,1989-04-02
A1953,T9209605591777733189,St. Joseph's National School (Miltown Malbay),20102302,2015-12-09
A1954,T4421315023713330250,Saint Patrick's National School-Drogheda,20023232,2015-12-10
A1955,T1089126503718729998,Irish Seed Saver's Association Ltd,20045029,2019-08-01
A1956,T1700115335283002702,Capacitar Ireland Limited,20059811,2015-02-14
A1957,T8565737927504663391,Glinsk Community Childcare Limited,20072315,2016-10-05
A1958,T740372929851170988,A LUST FOR LIFE,20157913,2017-03-22
A1959,T1277484080175114578,Cloone/ Aughavas Community Childcare Limited,20045999,2015-09-21
A1960,T9096342421678360525,C.A.R.I. Foundation - Children at Risk in Ireland,20023751,2014-11-13
A1961,T3096403887344469238,Misean Cara,20055325,2017-06-30
A1962,T6943798077099696602,Cloontagh Mixed N S,20128388,2015-11-16
A1963,T6299937524471022271,Roscommon S P C A,20072735,2019-02-16
A1964,T9156886497518727443,Irish Practice Nurses Association,20067700,2017-10-14
A1965,T809366279690541548,A Little Lifetime Foundation,20031688,2005-09-01
A1966,T4933064988537353778,Milltownpass N S,20137168,2015-12-01
A1967,T4471309383634748347,Cappanagarrane Horse Rescue,20101305,2016-03-01
A1968,T3429793220538231865,Global Action Plan CLG,20053338,2012-09-17
A1969,T3224802377769482528,Leamy Endowments.,20002787,2011-06-21
A1970,T1490159918797890562,Legan Community Childcare Limited,20060763,2003-12-04
A1971,T1490159918797890562,Irish Rural Link Co-Operative Society Limited,20026516,2015-06-29
A1972,T1556651417447986124,Offaly Heritage Centre Limited,20025953,2001-01-01
A1973,T6725504619313525571,TU Dublin Foundation,20045807,2001-02-20
A1974,T7419442010250157203,Ballinode Community Projects Limited,20055806,2014-09-01
A1975,T3605281305026690362,Gleneely N S,20115784,2015-12-01
A1976,T5075027473977145780,Glenstal Abbey School,20084516,2016-09-29
A1977,T66295975420768046,Saint Patrick's Missionary Society Benevolent Trust,20024468,2007-12-11
A1978,T7464183260047960343,Oatlands College,20144999,2016-01-01
A1979,T2910186726485676889,Leitrim Association For People With Disabilities,20034283,2017-10-03
A1980,T1153940016315649078,Ballinrobe Family Resource Centre Limited,20061456,2013-03-02
A1981,T173813215046235568,Sn N Sailbheastar Nfa,20118969,2015-12-01
A1982,T742776994397668406,Abbey Theatre Amharclann Na Mainistreach,20038984,2018-11-26
A1983,T8967286272388485877,Clontubrid Mixed N S,20125356,2019-04-29
A1984,T8293781165694572368,Milltown Housing Association Limited,20038397,1998-03-06
A1985,T2172525373882394715,Oatlands College,20144999,2018-10-01
A1986,T4531789733030784820,Sn Na Croise Naofa,20115982,2016-11-26
A1987,T6521649269197916847,Capuchin Day Centre for Homeless People,20004835,2016-08-01
A1988,T6521649269197916847,Capuchin Day Centre for Homeless People,20166120,2017-11-13
A1989,T589514847555307565,Ballinrobe Town Park.,20006310,2016-04-01
A1990,T3857260147738332436,C.b.s. Mount Sion; Waterford,20148096,2015-10-01
A1991,T8214648534637329363,Capuchin Provincial Account.,20009434,2019-08-01
A1992,T634776167222183739,Leitrim Arts Development Ltd,20060565,2011-07-07
A1993,T7090133282286678812,Enniscorthy Christian Fellowship,20068394,2016-09-26
A1994,T6280971015994249482,Clonmel And District Wheelchair Society,20023805,2016-04-28
A1995,T5862363689286817587,Legal Aid Board,20012489,2016-11-08
A1996,T4259382971396786717,Rosbrien Suicide Awareness Group,20046880,2001-03-01
A1997,T6961650755017120551,Saint Peter's National School - Drogheda.,20018504,2015-11-17
A1998,T4634327343370352588,Clonmel And District Wheelchair Society,20023805,2016-04-28
A1999,T6667743796454434758,Mills and Millers of Ireland,20048600,2016-10-15
A2000,T1779414408718664585,Enclude Company Limited by Guarantee,20064006,2017-11-14
A2001,T4664092901155256643,St. Joseph's Association For The Intellectually Disabled Portrane,20027162,2018-10-18
A2002,T8678326515178139940,Scoil Phádraig,20016135,2016-11-01
A2003,T3832689589196920403,Sn N Breandain,20122263,2015-11-01
A2004,T5664478538708109963,MILLTOWNPASS COMMUNITY ACTION GROUP,20143169,2003-06-09
A2005,T5077065233548084252,Sn Mhuire (Ballyhooly),20114213,2015-12-01
A2006,T6433852020061814817,Caoimhin Naofa N S,20139018,2011-12-01
A2007,T3462400783892033567,St. Joseph's Girls National School,20112073,2015-12-07
A2008,T6088212364381919684,Ballivor Community Childcare Limited,20047702,2012-01-01
A2009,T9136736738228733668,Irish Rule of Law International,20073541,2015-06-30
A2010,T295978809571435016,Leim an Bhradain Housing Association Company Limited,20052461,2013-07-26
A2011,T7903958949464620715,Offaly School Of Special Education,20140588,2015-12-01
A2012,T8837796029398051740,St. Joseph's Foundation,20016104,2009-10-19
A2013,T932817392107574641,Glenfarne Community Development Trust Limited,20049355,2017-03-29
A2014,T8261924284522234130,Saint Patrick's College,20000066,2013-12-04
A2015,T3989568258442686474,Enactus Ireland,20080075,2017-09-12
A2016,T6476418187606750211,Oak Language Centres Limited,20032999,2015-09-16
A2017,T2418878782587945227,Oblates of Mary Immaculate,20004651,2018-09-12
A2018,T4884974898970161496,Missionary Sisters of St Columban (International) CLG,20003630,2017-08-06
A2019,T6153939701337684113,Enfield Development Group,20159030,2017-05-05
A2020,T614550754894901234,Ballinspittle Community Centre Limited,20074340,2013-12-01
A2021,T8361352633156334574,Leitrim Arts Development Ltd,20060565,2015-07-23
A2022,T5468858428633522319,Cardiac Risk in the Young in Ireland Limited,20047511,2016-05-31
A2023,T2873415907583989752,Ballintogher N S,20134075,2019-12-02
A2024,T7423924577091334719,Dalkey N S (2),20118181,2015-12-01
A2025,T2326393684869736937,St Patrick's Missionary Society Ireland,20004231,2018-09-06
A2026,T7728216849014029425,St Patrick's Missionary Society Ireland,20004231,2014-09-04
A2027,T2312576753280721852,St Patrick's Missionary Society Ireland,20004231,2014-09-04
A2028,T2312576753280721852,Saint Patrick's Missionary Society Benevolent Trust,20024468,2014-09-22
A2029,T4289989253875190439,Oblates of Mary Immaculate,20004651,2018-09-12
A2030,T6186251921825443005,Oblates of Mary Immaculate,20004651,2018-09-12
A2031,T1224026188902523508,Oblates of Mary Immaculate,20004651,2018-09-12
A2032,T6622159188534162350,Oblates of Mary Immaculate,20004651,2018-09-12
A2033,T8786582244391406385,St Patrick's Missionary Society Ireland,20004231,2015-04-09
A2034,T8093365200594114162,Saint Philips Church - Milltown.,20003104,2014-04-01
A2035,T7145187148899009451,Oblates of Mary Immaculate,20004651,2018-09-12
A2036,T9186305594924182388,St Patrick's Missionary Society Ireland,20004231,2014-09-04
A2037,T9186305594924182388,Saint Patrick's Missionary Society Benevolent Trust,20024468,2014-09-01
A2038,T7057262231113784088,Mission to Seafarers Ireland,20002299,2018-10-11
A2039,T3272569588302757525,Abbey Presbyterian Church,20000608,2019-10-30
A2040,T3237960302651119260,Dalkey Meals-On-Wheels,20014148,2016-05-31
A2041,T4238516064415879196,Leitrim Arts Development Ltd,20060565,2014-06-16
A2042,T4730080005044540804,Enniskerry Select Vestry,20005917,2015-04-14
A2043,T3626946529119997547,Enniskerry Select Vestry,20005917,2015-04-14
A2044,T3214809118864271686,Ballybay Central,20134013,2015-12-01
A2045,T755140061165709888,Cappamore Housing Association Company by Limited Guarantee,20066840,2007-02-14
A2046,T2577029421245823120,Ballinrobe Community School,20149314,2016-08-31
A2047,T319312402681733155,Ballinrobe Community School,20149314,2016-08-31
A2048,T6180604317111264769,Capuchin Provincial Account.,20009434,2013-08-01
A2049,T8196383662284084291,Abaile Autism Support Limited,20052232,2005-09-29
A2050,T6033121588490789072,C.A.R.I. Foundation - Children at Risk in Ireland,20023751,1995-04-27
A2051,T1231434713870251280,Enniskerry Select Vestry,20005917,2015-04-14
A2052,T4199979893320379080,Ronanstown Women's Community Development Project Limited,20075576,2014-11-27
A2053,T1211811352271420017,Saint Philips Church - Milltown.,20003104,2017-04-04
A2054,T5730218747165166623,C.B.S. James Street,20145378,2013-09-02
A2055,T872798849971429120,Ballinteer Educate Together NS,20082710,2013-01-01
A2056,T5144242873434899069,C.B.S.,20148287,2015-10-18
A2057,T4172765775327776193,Saint Patrick's Loreto Primary School-Bray,20014322,2004-12-01
A2058,T2130376028902194114,Ballinode Community Projects Limited,20055806,2014-09-01
A2059,T8110583069462220445,Glencree Society,20054038,2014-09-03
A2060,T7096512482997914550,Saint Philips Church - Milltown.,20003104,2014-04-01
A2061,T9137684868580475146,Dalkey Meals-On-Wheels,20014148,2013-05-08
A2062,T8292350636488302605,Enniskerry Select Vestry,20005917,2015-04-14
A2063,T6451840023261633633,2nd Ray Presbyterian Church- Manorcunningham.,20000561,1981-05-24
A2064,T1934737213272338450,Damer And Fortick Charity,20003074,2009-06-19
A2065,T1058171001639761586,Glencree Centre for Peace and Reconciliation,20009823,2018-07-27
A2066,T6876850203575391689,C.F.  Shaw Trust.,20006600,2009-01-01
A2067,T522267764367111938,End Time Reform Ministry,20045906,2013-02-05
A2068,T647322478673574563,Irish Second-Level Students' Union CLG,20141868,2019-07-08
A2069,T3640275416401359015,A Dogs Life,20071882,2012-10-05
A2070,T1464049219065408513,Glenswilly N S,20116132,2015-11-23
A2071,T3151841748629457064,Dalkey N S (2),20118181,2015-12-01
A2072,T3734785061702456494,Irish Rugby Football Union Charitable Trust,20010331,1978-05-15
A2073,T2487989858094301620,2nd Ray Presbyterian Church- Manorcunningham.,20000561,1981-05-24
A2074,T2490032951293186193,Irish Rugby Football Union Charitable Trust,20010331,1978-05-15
A2075,T2918471763908698107,Employment Response Northwest Limited,20062880,2010-07-08
A2076,T1691395377592580832,Oaklee Housing,20044589,2018-12-11
A2077,T7783700470845535527,Enactus Ireland,20080075,2017-09-12
A2078,T854257704383266443,Lehena Enterprises,20152918,2016-07-17
A2079,T3738267908467182821,Clonmore N S,20134822,2015-12-14
A2080,T7779024425977384997,Offaly Heritage Centre Limited,20025953,2011-01-01
A2081,T8801443616604420113,Irish Society for Christian Civilisation,20082277,2004-02-06
A2082,T8984717254127555153,Oakdene House Ltd,20024536,2008-10-21
A2083,T1463894457418594965,Ballinteer Educate Together NS,20082710,2016-11-01
A2084,T4618680474210209257,Leenane Development Association Limited,20083946,2013-09-26
A2085,T991653865303912515,Clonmore N S,20134822,2015-12-14
A2086,T557225368653046202,The Bryan Guinness Charitable Trust CLG,20006174,1993-09-30
A2087,T1467130354993500884,Milltownpass N S,20137168,2015-12-01
A2088,T5994552055148925519,Missionary Sisters of St Columban (Ireland) Company Limited by Guarantee ,20077044,2014-04-01
A2089,T1130923792932131944,Roscommon S P C A,20072735,2017-11-11
A2090,T3546518985236093812,1st Edenderry B.P. Scouts,20164034,2008-03-05
A2091,T9147239822406428597,Capacitar Ireland Limited,20059811,2018-09-15
A2092,T6743118269316980715,A Little Lifetime Foundation,20031688,2017-04-22
A2093,T4780175440220221338,Irish Skin Foundation,20078706,2017-01-24
A2094,T2168028136589783547,Glencrow Hall,20084042,2015-03-15
A2095,T7897664106809434637,Ronald McDonald House Charities (IRL),20037000,2016-11-01
A2096,T7752407446327590101,Mission to Seafarers Ireland,20002299,2017-06-12
A2097,T9078348071499963963,Sn Sailearna,20121082,2015-12-14
A2098,T876537319850326483,Irish Skin Foundation,20078706,2017-04-01
A2099,T4558167026246841953,Leanbh Mo Chroi,20080747,2013-01-08
A2100,T8242153468891604705,Offaly Protestant Orphan Society.,20003319,2002-07-17
A2101,T1964208551331056435,Irish Practice Nurses Association,20067700,2017-10-14
A2102,T4930321329562732777,Saint Philips Church - Milltown.,20003104,2014-04-01
A2103,T8571189766815705818,Ballinlough Youth Café Limited,20078829,2010-08-19
A2104,T7444109218470766946,Ballintogher N S,20134075,2016-01-04
A2105,T631202186818023122,Leamy Endowments.,20002787,2016-07-03
A2106,T4806367731331113225,Sn Mhuire (Ballyhogue),20138400,1998-09-01
A2107,T1577013077902608731,Irish Scouting Fellowship,20080846,2012-06-05
A2108,T7443894476915512888,MILLTOWNPASS COMMUNITY ACTION GROUP,20143169,2003-06-09
A2109,T4982922286794215065,Ballybay Community Creche Company Limited by Guarantee,20064211,2015-04-13
A2110,T1384734910818975320,Ronanstown Community Childcare Centre,20039288,2005-11-23
A2111,T4780962164882290672,Ballybay Cancer Society,20076085,2011-01-31
A2112,T5733589936015194795,ABACAS Kilbarrack School Parents Group,20048037,2015-09-13
A2113,T9006172281936379979,Glencrow Hall,20084042,2015-03-15
A2114,T2700769223169488049,Damer And Fortick Charity,20003074,2009-06-19
A2115,T4141576178294231422,Glenfarne Community Development Trust Limited,20049355,2017-03-29
A2116,T8979615100940985564,A Dogs Life,20071882,2012-03-01
A2117,T4950299225492159971,Leighlinbridge Housing Association Ltd,20062750,2006-02-27
A2118,T5962280916849918362,Roscommon Friendly Call Service,20165390,2008-10-10
A2119,T8839509746138757975,Ennis Schools Completion Programme Limited,20080631,2012-06-26
A2120,T4161564603937771951,Clooniquin N S,20133849,2016-02-04
A2121,T8018974961956582391,Gleneely N S,20115784,2015-12-01
A2122,T8484832845235510379,Boher Community Development Association,20154943,2011-02-17
A2123,T3339618958235654679,Caragh N S,20124816,2015-12-10
A2124,T6906318090465767656,Roscarbery Con N S,20112868,2015-09-15
A2125,T7752742090277441602,Daar-E-Arqam Trust,20076009,2011-03-08
A2126,T5644162559812896639,Irish Rural Link Co-Operative Society Limited,20026516,2001-01-08
A2127,T264478773510028152,Roscommon Integrated Development Company Limited T/a Roscommon LEADER Partnership,20070878,2008-10-11
A2128,T7129633582494074797,Glenfarne Community Development Trust Limited,20049355,2002-11-04
A2129,T1089915833595093477,Clonmel Baptist Church,20069100,2009-01-11
A2130,T4993050168406920923,Rooskey N S,20133207,2015-12-08
A2131,T2979138195169697705,Saint Patrick's Missionary Society Benevolent Trust,20024468,2015-04-01
A2132,T5890542029033892512,Roscommon Home Services Co-operative Ltd,20056827,2013-07-31
A2133,T2640072718694570421,Irish Rare Breeds Society,20034122,2017-07-30
A2134,T4326597685097390672,Ennis Schools Completion Programme Limited,20080631,2012-06-26
A2135,T501685630490850547,Saint Paul's Area Development Enterprise CLG,20021788,2008-11-12
A2136,T7815532333802092929,Glenealy Village Hall (Carnegie Trust) Company Limited by Guarantee,20038960,2009-09-08
A2137,T1198127476767398582,Roscommon County Childcare Committee,20058623,2013-09-02
A2138,T1327060487284447625,Capuchin Day Centre for Homeless People,20004835,2016-08-01
A2139,T1327060487284447625,Capuchin Day Centre for Homeless People,20166120,2017-11-13
A2140,T1327060487284447625,Capuchin Provincial Account.,20009434,2013-08-01
A2141,T3158939855126255601,TU Dublin Foundation,20045807,2014-03-03
A2142,T3290643556341459746,Ballinrobe Family Resource Centre Limited,20061456,2014-03-12
A2143,T8739736114334371370,Enniscorthy Tidy Towns Association Limited,20050078,2007-02-28
A2144,T3381308512739423529,Vincentian Fathers,20016678,2016-11-17
A2145,T1515018246980970840,CAP - Care After Prison Company Limited by Guarantee,20081003,2015-10-01
A2146,T519162975288532927,Glengurt N S,20127251,2015-12-01
A2147,T2003103702187687607,Clonmult Community Co-Op Society Limited,20023508,2011-11-11
A2148,T1695774768579542198,Ballintubber Resource Centre Limited,20054830,2002-12-19
A2149,T2252050705736437734,Enable Ireland Disability Services,20006617,2006-06-20
A2150,T3516624245247994942,Capuchin Provincial Account.,20009434,2016-07-01
A2151,T3516624245247994942,Cloonbonnif N S,20133252,2015-12-01
A2152,T863968030588693898,Roscommon Lions Community Youth Centre Limited,20066277,2008-07-10
A2153,T9179292992318842566,Irish Red Cross Society,20005184,2015-05-23
A2154,T6862119948677530823,Glenfarne Community Development Trust Limited,20049355,2002-11-04
A2155,T5100238004036995886,Glencree Centre for Peace and Reconciliation,20009823,2018-07-27
A2156,T5539313281629575006,Ballinrobe Civic Arts & Amenity Company Limited,20078133,2014-10-23
A2157,T5727418926356010080,Légion d'Honneur Ireland,20157357,2017-03-22
A2158,T714022166509308313,Glendalough and District Development Association,20039318,2010-05-01
A2159,T7722600850747602550,Saint Patrick's College - Cavan.,20016326,2014-10-14
A2160,T25790690284224561,Caragh N S,20124816,2015-12-10
A2161,T5330662216004302699,Mills and Millers of Ireland,20048600,2016-10-15
A2162,T5886997272587247699,Sn Sailearna,20121082,2011-11-28
A2163,T8186176441109827040,Irish Society for Autism,20008529,2005-08-10
A2164,T7837115027203163000,Cloonfour N S,20133337,2017-10-26
A2165,T3003887103772998333,Irish Primary Principals' Network Limited,20063634,2019-02-18
A2166,T8422444220883715336,Sn Mhuire (Ballyhooly),20114213,2015-12-01
A2167,T8850801251273960584,Canteen Ireland,20032180,2017-02-18
A2168,T3965162170245278270,Ennis Schools Completion Programme Limited,20080631,2012-06-26
A2169,T2959453070707331622,Sn N Sailbheastar Nfa,20118969,2007-12-01
A2170,T2530906309899595663,Abbey Vocational School - Parents Association,20017286,2017-10-10
A2171,T6631088233822503756,Glinsk Community Childcare Limited,20072315,2016-10-05
A2172,T7935873848540439622,Roscrea N S No 2,20134839,2016-12-01
A2173,T2864865112355547426,C.D.A. Trust,20047597,2015-12-07
A2174,T5642863395168112999,Offaly Heritage Centre Limited,20025953,2011-01-01
A2175,T2592859202455625678,Leenane Development Association Limited,20083946,2013-09-26
A2176,T3844981549473871705,Ballinrobe Community Playgroup Limited,20023324,2014-01-01
A2177,T2882028440670134701,Ballinrobe Civic Arts & Amenity Company Limited,20078133,2014-10-23
A2178,T675338216364825264,Irish Red Cross Society,20005184,2015-05-23
A2179,T6615109254599137364,Irish Society for Autism,20008529,1981-06-05
A2180,T6615109254599137364,Irish Society for Autism Housing Association Limited,20065140,2006-08-25
A2181,T7247097240037737704,C.D.A. Trust,20047597,2015-12-07
A2182,T7104672012300540717,Ballintubber N S (Mayo),20129330,2016-10-01
A2183,T3232932608250825305,Irish Social Finance Centre Ltd.,20039998,2013-12-12
A2184,T5036240181816428122,Lehinch N S,20129286,2015-12-18
A2185,T3975567142163978874,Enniscrone N S,20134198,2015-12-07
A2186,T7078388205458754133,Glenfarne Community Development Trust Limited,20049355,2017-03-29
A2187,T7101187217992842227,Irish Skin Foundation,20078706,2017-04-01
A2188,T485389344608572177,Roscrea N S No 2,20134839,2016-12-01
A2189,T3068248643662325777,C.b.s. Roscommon,20148164,2016-10-15
A2190,T4153479027283120059,St. Joseph's Association For The Intellectually Disabled Portrane,20027162,2020-02-13
A2191,T913981862497412871,Irish Rule of Law International,20073541,2009-11-06
A2192,T3585067938244471541,CAP - Care After Prison Company Limited by Guarantee,20081003,2014-01-01
A2193,T5325506640435908855,Clontubrid Mixed N S,20125356,2015-12-01
A2194,T6839239743635518551,Saint Raphael's Parents and Friends Association,20009960,2015-11-15
A2195,T8535926050248026821,Roscommon County Childcare Committee,20058623,2004-04-14
A2196,T6764723707323681576,Milltown N S,20109523,2015-12-01
A2197,T2136735132416030940,Clontibret Development Association,20057589,2002-03-30
A2198,T8330721561192754693,Gleneely N S,20115784,2015-12-01
A2199,T3094210194611114848,Saint Paul's School-Navan,20017804,2015-11-30
A2200,T4133068617660708840,A LUST FOR LIFE,20157913,2017-12-01
A2201,T2005818254275323365,Leanbh Mo Chroi,20080747,2016-07-02
A2202,T344737226934143760,Glin Homes for the Elderly Limited,20052126,2012-01-23
A2203,T5999347704715878627,Glin Day Care Centre Limited,20074395,2012-12-01
A2204,T1566994790731232855,Ballinrobe Civic Arts & Amenity Company Limited,20078133,2014-10-23
A2205,T7151690604357982824,Irish Quaker Faith in Action,20019822,2019-03-02
A2206,T4562028295162432547,Leenane Development Association Limited,20083946,2013-09-26
A2207,T8065534186316082244,Roscarbery Con N S,20112868,2015-11-10
A2208,T5305843681636095608,Sn M An Croi Gan Smal,20122348,2019-12-05
A2209,T4616122860018798446,Global Action Plan CLG,20053338,2014-03-31
A2210,T4987004120613776407,Saint Peters College.,20001681,2019-11-21
A2211,T4658580364001624825,Missionary Sisters of the Holy Rosary (Central Region),20014827,2018-06-01
A2212,T2002618343199023093,Missionary Sisters of the Holy Rosary (Central Region),20014827,2018-10-01
A2213,T816099362927235008,Missionary Sisters of the Holy Rosary (Central Region),20014827,2018-06-01
A2214,T1811542340198797200,Missionary Sisters of the Holy Rosary (Central Region),20014827,2018-10-01
A2215,T5222379976004975324,Missionary Sisters of the Holy Rosary (Central Region),20014827,2018-06-01
A2216,T8990952323867656200,Irish Society for Christian Civilisation,20082277,2018-11-07
A2217,T8629326735651038123,Missionary Sisters of the Holy Rosary (Generalate),20004583,2013-09-01
A2218,T1487513982226780565,Missionary Sisters of St Columban (Ireland) Company Limited by Guarantee ,20077044,2018-07-01
