Name,Charity,Registered Number,Date
T1089110948334927001,Glenmaquin No 2 N S,20114794,2016-02-02
T5879668713177134667,Glenfields Community Childcare Company Limited by Guarantee,20063832,2005-11-19
T1772170056583777503,Glenties Community Playgroup,20037673,2017-07-03
T6940249061727434756,Glenmaquin No 2 N S,20114794,2015-12-02
T1854670212534868796,St. Joseph's Association For The Intellectually Disabled Portrane,20027162,2018-05-01
T6925609984747920385,Glenfields Community Childcare Company Limited by Guarantee,20063832,2019-01-11
T7531923732962289084,C.D.A. Trust,20047597,2015-12-07
T6489595906183688858,Sn Na Leanai,20136642,2016-09-03
T3902758529946415455,Glenties Community Playgroup,20037673,2017-07-03
T4618333588207787218,Glenties Community Playgroup,20037673,2014-11-30
T6009603332764917165,Glenfields Community Childcare Company Limited by Guarantee,20063832,2019-02-01
T2314336724100425102,Offaly Society For The Prevention Of Cruelty To Animals Limited,20033828,2013-10-05
T7566654557196216831,Glenties Community Playgroup,20037673,2015-09-30
T1574674076123237105,Irish Primary Principals' Network Limited,20063634,2015-06-15
T6130988699797930007,Sn Na Leanai,20136642,2016-09-03
T491621175422231099,Ballinrobe Family Resource Centre Limited,20061456,2014-05-19
T2798039438335296515,Roscommon Lions Community Youth Centre Limited,20066277,2008-07-10
T4953331154428462591,St Mary of Debrework Ethiopian Orthodox Tewahedo Church of Dublin; Ireland,20141967,2016-01-10
T5011368129570817346,Glenmaquin No 2 N S,20114794,2015-12-02
T6660118596029048347,Cappanagarrane Horse Rescue,20101305,2016-03-01
T536355490679298285,St Mary of Debrework Ethiopian Orthodox Tewahedo Church of Dublin; Ireland,20141967,2016-01-10
T1637952079521539350,Ballintotas N S,20112929,2015-12-01
T813146054269643590,Ennis N S,20110536,2019-12-01
T8398475014675052446,Sn Na Leanai,20136642,2016-09-03
