Name,Charity,Registered Number,Date
T2925793664761846508,Capuchin Day Centre for Homeless People,20004835,2013-08-01
T2925793664761846508,Capuchin Day Centre for Homeless People,20166120,2017-11-13
T350173654203477324,Rooskey N S,20133207,2011-12-13
T4770168958755472931,Ballinteer Community School,20148836,2014-08-01
T6016915817511019672,Roscommon County Citizens Information Service Limited,20048815,2007-10-24
T4544345604059985548,Abbey Theatre Amharclann Na Mainistreach,20038984,2017-01-24
T334958388243966064,Leitrim Association For People With Disabilities,20034283,2009-11-30
T3338934303380831703,Lee Valley Bible Church,20038717,2016-10-11
T6776520624873048807,Carbery Agricultural Society,20006655,1971-01-01
T7503342367608622638,Obair Newmarket-On-Fergus Limited.,20026738,2013-04-17
T949434271872389543,MILLTOWNPASS COMMUNITY ACTION GROUP,20143169,2003-06-09
T7927244328936948345,Sn N Breandain,20122263,2015-11-01
T5772705282688550468,Clontubrid Mixed N S,20125356,2019-12-01
T5297720257638487835,Enactus Ireland,20080075,2015-10-27
T168549403408036925,The Bryan Guinness Charitable Trust CLG,20006174,2015-04-21
T6892679399053453549,Irish Primary Principals' Network Limited,20063634,2016-01-04
T4884845730361993072,Irish Red Cross Society,20005184,2012-05-26
T4884845730361993072,Sn Iosef Naofa,20110857,2015-11-30
T1907414574776998404,Saint Ultan's Childcare Project Limited,20070038,2008-11-10
T775572697172261563,Saint Patrick's College,20000066,2015-03-09
T441653039445911965,ENHANCE,20064679,2014-01-30
T4879917707080627297,A Little Lifetime Foundation,20031688,2017-06-17
T4068900538160183504,Cappoquin Red Bridge Company Limited,20076603,2011-02-03
T7100601627576350554,Ognisko Polskie CLG,20013271,2008-06-12
T8758655359439507026,Cappagh Orthopaedic Hospital Research & Development Foundation,20023201,2017-10-25
T7187772423397486636,Missionaries of Africa (white Fathers) Company Limited by Guarantee,20008864,2012-04-26
T176797911309954426,Ballybay Community Creche Company Limited by Guarantee,20064211,2015-04-13
T7732740055225475574,MILLTOWNPASS COMMUNITY ACTION GROUP,20143169,2003-06-09
T3234742368573908601,Irish School Of Ecumenics,20009359,2015-05-19
T7076645797905136791,2nd Ray Presbyterian Church- Manorcunningham.,20000561,1981-05-24
T2963656391160886095,Misean Cara,20055325,2018-09-26
T143219850425506498,Lebanon Trust (Ireland) Helping Children,20074449,2010-03-10
T1227061718720172619,Glencree Centre for Peace and Reconciliation,20009823,2017-09-15
T1891601954216144926,Daisy Chain Animal Foodbank,20141639,2015-02-01
T2803975855733230514,Rooskey N S,20133207,2017-03-29
T1100659604315060152,Endometriosis Association Of Ireland,20021672,2014-07-17
T4836613858790486702,Irish Radiation Research Society,20035372,2014-09-01
T5307793444910576174,Clonmore N S,20134822,2015-12-14
T9054282115085341780,Irish Refugee Council,20025724,2016-06-15
T1671886211587696250,Saint Peters College.,20001681,2015-11-23
T1235253019123573555,Irish Second-Level Students' Union CLG,20141868,2012-04-13
T6761135588877514988,Canteen Ireland,20032180,2012-08-18
T4375194571654388454,Ronanstown Women's Community Development Project Limited,20075576,2014-11-27
T1135891446521652444,Irish Road Victims' Association,20100070,2018-03-18
T1555167255704247642,Oblates of Mary Immaculate,20004651,2006-06-06
T4357837656645310792,Ballinteer Community School,20148836,2014-08-01
T2748825369437878843,Captain Francis O'Neill Memorial Limited,20043377,1999-06-09
T6446190981454663915,Glenealy I.T. Centre Limited,20042882,1998-10-21
T7089139051464844137,Roscommon Community Playgroup Limited,20029777,2013-11-27
T1940351393605229443,Irish Society for Autism,20008529,1980-05-16
T1940351393605229443,Irish Society for Autism Housing Association Limited,20065140,2006-08-25
T2058940501668493036,Offaly School Of Special Education,20140588,2015-12-01
T2796211540353583284,Sn M An Croi Gan Smal,20122348,2019-12-05
T2796211540353583284,OGONNELLOE COMMUNITY CENTRE CLG,20160760,2014-09-25
T5247637738156349711,Milltown Community Council Limited,20034832,1996-10-14
T6962808507188811989,Oblates of Mary Immaculate,20004651,2012-06-06
T1421336479351823558,Cardiac Risk in the Young in Ireland Limited,20047511,2016-05-31
T2802548069787917799,Ballinrobe Civic Arts & Amenity Company Limited,20078133,2014-10-23
T8826149801318735821,St. Joseph's Foundation,20016104,2005-05-09
T668392864914463451,Engineers Without Borders Ireland CLG,20158101,2014-12-14
T6771385861123415488,Cystinosis Foundation Ireland Limited,20053796,2009-01-01
T1040234513538649489,Saint Raphael's Parents and Friends Association,20009960,2007-08-01
T3661399975978082154,Glenfarne Community Development Trust Limited,20049355,2017-03-29
T7851473843247984021,Sn Sailearna,20121082,2010-10-06
T515016696411240087,St. Joseph's Penny Dinner Fund Trust,20053055,2012-04-23
T2760768554518274408,Canteen Ireland,20032180,2012-09-15
T6064060917826703325,Glenbrohane N S,20127473,2016-01-04
T5531514562384713297,Roscrea Abbey Community Centre Limited,20074050,2010-07-13
T9038473885700158916,Enniscorthy Community Housing CLG,20032630,2014-04-22
T7054917272254610388,C.b.s. Mount Sion; Waterford,20148096,2015-10-01
T4125614413993011902,Clonmult Community Co-Op Society Limited,20023508,2011-11-11
T6194020925023104737,A Little Lifetime Foundation,20031688,2017-04-22
T3218927159142975600,Roscommon S P C A,20072735,2018-02-17
T1323689507020374286,Sn N Sailbheastar Nfa,20118969,2011-12-01
T4517035847971059105,Roscommon Friendly Call Service,20165390,2008-10-10
T1681951027681822003,Ronald McDonald House Charities (IRL),20037000,2019-04-10
T2436543115548018844,Ballybeg Community Development Project Company Limited by Guarantee,20031992,2016-03-23
T6477339351644282012,C.b.s. Roscommon,20148164,2013-10-15
T7370589922790385517,Glenbrohane N S,20127473,2016-01-04
T1433256087266555476,Clonown N S,20133641,2015-12-10
T6191957595053109456,Glenbrohane N S,20127473,2016-01-04
T7328625660116516182,Missionary Sisters Servants Of The Holy Spirit-Maynooth,20017316,2013-03-22
T6057625749098714415,Saint Ultan's Childcare Project Limited,20070038,2008-11-10
T5278475925940639940,Abbey Theatre Amharclann Na Mainistreach,20038984,2015-07-16
T2139130668007492441,Saint Ultan's Childcare Project Limited,20070038,2008-11-10
T9033425476598892373,Enniscorthy Christian Fellowship,20068394,2019-05-13
T7515613957477288762,Cara Rescue Dogs Limited,20080983,2011-11-14
T7116942768113488207,Clooniquin N S,20133849,2016-02-04
T2609911325175871674,Daingean Community Childcare Services Limited,20059767,2015-05-12
T5365878944224568935,Cappatagle Central Sch,20122522,2012-01-31
T4229026189426184966,Saint Patrick's College - Cavan.,20016326,2014-10-14
T1237666544239097518,Glencorrib N S,20130350,2015-12-01
T2572199920838793838,Cara Rescue Dogs Limited,20080983,2011-11-14
T7390780767513461411,Oatlands College,20144999,2006-09-01
T5201046495050607044,80:20 Educating And Acting For A Better World Limited,20034221,2011-01-25
T3330156399616793898,Enactus Ireland,20080075,2018-04-12
T2248811161357265902,Sn Nicolais Naofa,20139117,2016-01-26
T8156548147242552307,Roscommon County Childcare Committee,20058623,2014-05-14
T319172627758543414,Dal Riada Language Centre Limited,20032982,2014-03-03
T6389940607348859108,Abbey Presbyterian Church,20000608,1989-09-17
T8649741211917290708,Clonmany Enterprise Development Limited,20032135,1999-03-19
T5048345171579631051,OBAIR Community Support DAC,20107901,2004-03-02
T2151863244711644379,Carbally community Development project,20141240,2017-01-25
T4632163047871044723,Roscommon Integrated Development Company Limited T/a Roscommon LEADER Partnership,20070878,2011-06-02
T7593098167997979403,ENHANCE,20064679,2016-01-27
T6616563276706421021,Irish Seed Saver's Association Ltd,20045029,2018-01-01
T7984508134065187975,MILLTOWNPASS COMMUNITY ACTION GROUP,20143169,2003-06-09
T8438882050963309482,MILLTOWNPASS COMMUNITY ACTION GROUP,20143169,2003-06-09
T14140312200855469,1st Bagenalstown Baden Powell Scout Troop,20142438,2009-01-07
T5951390215322856207,1st Bagenalstown Baden Powell Scout Troop,20142438,2009-01-07
T639406778007764680,1st Bagenalstown Baden Powell Scout Troop,20142438,2009-01-07
T5312774980892971683,Irish Scouting Fellowship,20080846,2012-06-05
T4651351782266473090,1st Bagenalstown Baden Powell Scout Troop,20142438,2009-01-07
T8240505196879055458,Irish Rural Link Co-Operative Society Limited,20026516,2015-06-29
T4417663551251268883,St. Johnston/ Carrigans Resource Group Limited.,20037420,2009-03-30
T7860107954232232733,Roscommon Older People Council,20165260,2014-06-01
T3423017439197519880,Ballintubber N S,20133634,2018-10-09
T7792544000105881935,Ballinode tidy towns,20163976,2013-01-01
T4518134343081877470,Milltown N S,20109523,2011-12-01
T5364633477520846504,Oatlands College,20144999,2012-09-01
T742689291912879946,Irish Rare Breeds Society,20034122,2017-07-30
T999561397716852879,Clontibret N S,20132033,2015-11-30
T5574514830936326418,St. Johns Senior National School,20138738,2015-09-01
T6199195978497062374,Irish Social Finance Centre Ltd.,20039998,1998-08-04
T3810429410833297603,Leargas - The Exchange Bureau.,20020330,2012-07-01
T6487365720229173242,Enable Ireland Sandymount School,20139711,2015-12-01
T7178784078383993866,Dalystown N S,20137137,2016-01-19
T3087498740708405635,Glinsk Community Childcare Limited,20072315,2016-10-05
T645400596925610710,Sn Naomh Proinnsias,20130312,2015-12-01
T8485551099241853669,Cappagh Orthopaedic Hospital Research & Development Foundation,20023201,2019-06-20
T3783028515018079446,C.B.S.,20148287,2015-10-18
T1018519879072521101,Daingean Community Childcare Services Limited,20059767,2015-05-12
T6847579883812987405,Abaile Autism Support Limited,20052232,2005-10-05
T769143900921897180,Sn Naomh Samhthann,20115395,2016-02-03
T8163038185449459063,A Little Hope,20108069,2015-08-04
T2940158689457671144,Sn Mhic Dara,20122614,2015-11-26
T7393717866764153378,C.B.S.,20148287,2015-10-18
T8250329702120923146,Roscommon Integrated Development Company Limited T/a Roscommon LEADER Partnership,20070878,2018-10-11
T3335571146644837547,Sn Mhuire (Ballyhooly),20114213,2015-12-01
T493623875276604922,Saint Paul's School-Navan,20017804,2012-11-30
T8224911474469576858,Clonmel Youth Training Enterprises Ltd,20037017,1984-07-19
T7669098322955357040,Clonmel Polish School,20079833,2015-09-04
T4082330970132264399,Daar-E-Arqam Trust,20076009,2011-03-08
T5490894109033820629,Roscara Housing Association Limited,20032586,2014-07-16
T3235337703177606717,Milltownpass N S,20137168,2017-10-20
T542463943319905173,Gleneely N S,20115784,2015-12-01
T2781533047811614017,Cara House Family Resource Centre Ltd,20075651,2016-03-08
T6750224596511514737,Clonmel Polish School,20079833,2015-09-01
T8907258757509678948,Mills and Millers of Ireland,20048600,2015-10-10
T1653044188779001550,Sn Paroiste Maitiu Nfa,20117139,2015-11-19
T1137664325131699345,Leinster Printmaking Studio Limited,20037499,1998-01-08
T1561167232540408756,Leamy Endowments.,20002787,2002-09-12
T2679131493852543476,Roscommon Tidy Towns Association,20164089,2017-01-01
T5675104772812812899,Ballinteer Community School,20148836,2014-08-01
T2358756766337872450,Ballyadams N S,20126063,2015-12-14
T3653540335516760915,A-Z Children Limited,20053406,2013-12-14
T8560049922816323631,Glin Going Strong Club,20040345,1993-01-01
T3188052238030608324,Glenfarne Community Development Trust Limited,20049355,2017-03-30
T1455619287081801442,Irish Road Victims' Association,20100070,2018-03-18
T8987149392772842791,Ronanstown Women's Community Development Project Limited,20075576,2014-11-27
T6078285543398752315,Leighlinbridge Community Childcare Limited,20063771,2016-04-29
T8303078061116032184,Offaly School Of Special Education,20140588,2015-12-01
T8823978918156653285,Saint Peters Parish Almshouse Charity-Dublin,20022976,2018-04-30
T4968556184293637318,Glenstal Abbey School,20084516,2018-01-11
T5462385111835253241,Glengurt N S,20127251,2015-12-01
T4308629614269199291,Roscrea Society For The Prevention of Cruelty To Animals,20106911,2017-11-01
T3179318781181782093,Cloonacool N S,20134105,2015-12-01
T2416459315189102676,Ennis Old Folks Club.,20011611,2017-09-01
T7485697452592611464,Glenbrohane Community Association,20141790,2015-01-01
T5751313276244325341,Enactus Ireland,20080075,2015-08-27
T3857365577598573695,Roscommon Older People Council,20165260,2011-05-02
T216766723857018853,Roscarbery Con N S,20112868,2015-11-10
T3221151808531395179,Legion Of Mary-Knock Pilgrimage Account.,20017781,2015-01-01
T3792749922976233492,Enniscorthy Community Housing CLG,20032630,2014-09-08
T466604654943210103,Ballinrobe Civic Arts & Amenity Company Limited,20078133,2014-10-23
T3098070851051526976,Glin Day Care Centre Limited,20074395,2012-12-01
T2294460477625983032,Saint Wolstans Community School,20013882,2017-08-01
T4059734767502283120,Offaly Association for People with an Intellectual Disability,20017279,2005-09-01
T3739879149078384907,Ballintubber Community Playground Company Limited by Guarantee,20162917,2017-06-16
T6490091160193097002,Irish Society for Autism,20008529,2001-10-06
T2156377238324619808,Leargas - The Exchange Bureau.,20020330,2012-07-01
T725724427634950455,Irish Search Dogs Association,20078607,2012-04-10
T4652899487076629157,Irish Rural Link Co-Operative Society Limited,20026516,2017-07-04
T1097094680085275385,Cloonfour N S,20133337,2017-10-26
T6284901761837115060,Sn Mhuire (Ballyhogue),20138400,2015-09-01
T262148056256134983,Capacitar Ireland Limited,20059811,2015-02-14
T6127324135307997023,Ronald McDonald House Charities (IRL),20037000,2002-03-01
T1260246542666319285,Enniscrone N S,20134198,2015-12-07
T5472115015868305056,Offaly Association for People with an Intellectual Disability,20017279,2013-03-02
T4134892590838375360,Roscommon County Childcare Committee,20058623,2016-06-13
T5182333544328360809,Roscommon Home Services Co-operative Ltd,20056827,2013-02-16
T1069061053229447816,Roscommon Integrated Development Company Limited T/a Roscommon LEADER Partnership,20070878,2017-12-08
T7919122128121176225,Glin Homes for the Elderly Limited,20052126,2012-01-23
T3680463630182443163,Clonroche N S,20137731,2004-01-28
T1684461486752037586,Offaly Integrated Local Development Company Limited,20072551,2007-12-05
T8636048131473657272,Enable Ireland Disability Services,20006617,2017-02-02
T4175770403195686549,Rosary College,20145811,2016-10-24
T2177622926529427622,Enniscrone N S,20134198,2015-12-07
T7226676924326011263,St. Johns Senior National School,20138738,2015-09-01
T3504545268243658008,Clonmany Mental Health Association Company Limited by Guarantee,20153694,2014-07-05
T1881524450790684164,Cara House Family Resource Centre Ltd,20075651,2013-10-09
T4070525986262449399,Clooncagh N S,20133627,2015-11-01
T3574676556963530408,Ballintleva N S,20133979,2015-11-19
T4608467660253385637,Ennistymon National School,20111250,2019-12-02
T5049239658258417845,Offaly Association for People with an Intellectual Disability,20017279,1990-01-01
T2857359823119039497,Ballinteer Educate Together NS,20082710,2012-04-01
T4265853695072692380,Cardiac Risk in the Young in Ireland Limited,20047511,2002-07-01
T7624767220884038257,Cara Cancer Support Centre,20083588,2015-04-11
T6938943132111279163,Miscarriage Association Of Ireland,20024420,2013-01-01
T5656376001567297864,Sn Mhuire (Ballyhogue),20138400,2016-09-01
T2607745882026439408,22Q11 Ireland Support Group Limited,20066109,2014-10-01
T2607745882026439408,Cappamore Housing Association Company by Limited Guarantee,20066840,2007-02-14
T2978087908736015533,A Little Hope,20108069,2015-08-04
T3824653436887022921,Missionaries Of Charity Of Mother Teresa Of Calcutta,20017446,2015-12-19
T6843286120421994963,Ogonnelloe National School,20110710,2005-09-01
T540383522882962833,Glenbrohane N S,20127473,2016-01-04
T342662094136361471,Roscarbery Con N S,20112868,2015-11-10
T3332544010919654082,Saint Philomena's National School,20019310,2015-12-01
T2377372905840508146,CanTalk,20142247,2014-09-23
T2329043294228551245,Glencrow Hall,20084042,2015-03-15
T178708416788845049,Irish Skin Foundation,20078706,2011-01-17
T8370204501462641437,Saint Wolstans Community School,20013882,2017-08-01
T8591157299339882716,Ballintleva N S,20133979,2015-11-19
T7659679265958009391,Roscara Housing Association Limited,20032586,1999-05-31
T4698742414661839966,Enniskerry Select Vestry,20005917,2016-04-16
T3272665499987421535,Roscara Housing Association Limited,20032586,2001-01-20
T8573394973646163102,Cystic Fibrosis Registry of Ireland,20065638,2011-09-08
T4391695779699209787,Canteen Ireland,20032180,2015-01-31
T3504034205503154226,Abbeycarton Ns,20134037,2015-12-04
T2009020682009561360,Clonmany Agricultural Sheepdog Association Limited,20054151,1999-09-06
T8465307200118796703,Enniskerry Select Vestry,20005917,2016-04-04
T4058641795055819794,Saint Paul's Area Development Enterprise CLG,20021788,2014-04-23
T555844834371021918,Saint Peters College.,20001681,2018-09-28
T109009691155637305,Daisyhouse Housing Association Ltd,20024185,2014-06-16
T3590912568472696676,Ballinrobe Town Park.,20006310,2016-04-01
T6602347281119629186,Ballinrobe Community School,20149314,2016-08-31
T1963652473080653821,Saint Peters Parish Almshouse Charity-Dublin,20022976,2018-04-30
T1963652473080653821,Saint Peters Schools and Mrs. Wrays Schools.,20002213,2016-04-08
T7345331882008389347,Roscommon Tidy Towns Association,20164089,2017-01-01
T6598992712032586909,Irish Rare Breeds Society,20034122,2017-07-30
T5849448553496117450,Abaile Autism Support Limited,20052232,2005-09-29
T8442618378152801835,C.b.s. Secondary School,20146184,2014-11-13
T2311364201866022637,Ballinskelligs Community Care,20047214,2015-11-04
T8834199055612324205,Missionaries Of Charity Of Mother Teresa Of Calcutta,20017446,2015-03-14
T2493200646466065566,Dalkey Irish Heritage Town Company Limited,20026363,2018-06-26
T7570568252395755445,St. Joseph's Foundation,20016104,1969-01-01
T2198900785553008811,Glenstal Abbey Operations,20144586,2016-09-05
T2198900785553008811,Glenstal Abbey School,20084516,2014-09-18
T1797193306403744395,Óglaigh Náisiúnta Na hÉireann Cuideachta Faoi Theorainn Ráthaíochta,20044268,2015-09-26
T8259361495723181978,St. Johns Senior National School,20138738,2015-09-01
T5725872707999095956,Ballinrobe Town Park.,20006310,2016-04-01
T5725872707999095956,Ballintubber Resource Centre Limited,20054830,2002-12-19
T5667316337618628903,Gleneely N S,20115784,2017-09-15
T8224622779425227800,Oaktree Charitable Trust,20036577,1997-08-18
T5540569187034543471,Ronald McDonald House Charities (IRL),20037000,2014-03-05
T2984733152471601353,Glencree Centre for Peace and Reconciliation,20009823,2018-07-27
T8881076542994307309,Cara House Family Resource Centre Ltd,20075651,2016-02-23
T7526521630706711847,Min A Ghabhann N S,20115265,2015-11-02
T3469535918115660454,Clonown N S,20133641,2017-09-01
T9033203943672755314,Ballinrobe Town Park.,20006310,2017-04-01
T7642620754495348610,Ballybay Central,20134013,2015-12-01
T103658246737346190,Clonmel Baptist Church,20069100,2009-01-11
T6499060246739616229,Glencorrib N S,20130350,2015-12-01
T4994034626258019623,Saint Ultan's Childcare Project Limited,20070038,2015-07-14
T785541160840592146,Roscrea Cares Company Limited by Guarantee,20038243,2017-08-04
T4122945754711565406,Sn Iosef Naofa,20110857,2015-11-30
T4227106465532217735,Ballintogher N S,20134075,2019-12-02
T7382993317407088187,Roscommon County Childcare Committee,20058623,2014-03-31
T3880014892319705363,Cloonbonniffe Community Council Committee Ltd,20082413,2014-08-01
T6581523134247874529,Offaly County Childcare Committee Limited,20049782,2012-06-21
T6099463790919992226,A Dogs Life,20071882,2006-06-02
T3368616299650403627,Min A Ghabhann N S,20115265,2015-11-02
T8570774427345411403,Missionaries Of Charity Of Mother Teresa Of Calcutta,20017446,2015-03-14
T3581573096451177593,Enable Ireland Disability Services,20006617,1995-12-13
T7773659940239869648,A Dogs Life,20071882,2015-10-13
T8481541895852685126,Empowerment Plus Limited,20074043,2018-11-30
T8415386854538303037,Missionaries Of Charity Of Mother Teresa Of Calcutta,20017446,2015-03-14
T1079812003522996629,1428 CLUB,20043735,2017-04-12
T7726258447106041387,Missionaries Of Charity Of Mother Teresa Of Calcutta,20017446,2015-03-14
T3746757034307908988,Saint Paul's School-Navan,20017804,1999-11-30
T8803771490879451470,Ballintogher N S,20134075,2016-01-04
T571825414822477642,St. Johnston/ Carrigans Resource Group Limited.,20037420,2017-10-26
T3807275304176764867,Offaly Centre for Independent Living,20043568,2014-02-27
T1558048757389858514,Leitrim Association For People With Disabilities,20034283,2012-10-04
T6637856010031708779,Offaly Association for People with an Intellectual Disability,20017279,2006-05-09
T634645326698204745,Caragh N S,20124816,2015-12-10
T130514513208040703,Roscommon County Citizens Information Service Limited,20048815,2010-04-27
T7514272987964035531,Glenfarne Community Development Trust Limited,20049355,2007-03-01
T4479433775690508263,Boher Community Development Association,20154943,2012-02-01
T8641055971180206870,Cara Junior School,20139599,2011-09-01
T4240182889373360304,C.A.R.I. Foundation - Children at Risk in Ireland,20023751,2000-09-21
T9135518901749468080,Oaktree Charitable Trust,20036577,2009-06-16
T6098772178098350088,Ballinrobe Community School,20149314,2016-08-31
T1154862593129888433,Enable Ireland Disability Services,20006617,2019-01-24
T4827168347593854078,Glenstal Abbey School,20084516,2018-01-11
T8668548757107616816,Oakdene House Ltd,20024536,1985-05-28
T1428611851960765892,Cappatagle Central Sch,20122522,2014-02-13
T941929502377360085,Offaly Centre for Independent Living,20043568,2004-02-17
T5526075368397565465,Offaly Centre for Independent Living,20043568,2016-11-30
T8886987994448389467,Enable Ireland Sandymount School,20139711,2015-11-01
T869633705677165624,Daingean Community Childcare Services Limited,20059767,2015-05-12
T2197974044856342171,Clonmany Agricultural Sheepdog Association Limited,20054151,1999-09-06
T4352205705768153471,Glengurt N S,20127251,2015-12-01
T1228367934277678045,St. Joseph's National School (Mulhussey),20131661,2015-10-22
T1034807709985489991,Ennis Book Club Festival CLG,20153748,2016-09-01
T2323135576897922656,Glin Day Care Centre Limited,20074395,2009-08-13
T2323135576897922656,Glin Homes for the Elderly Limited,20052126,2005-04-19
T9207714097177890392,Irish Rule of Law International,20073541,2016-10-27
T7872047628563238931,Clonmel Resource Centre,20032722,2003-10-31
T4633078305364454056,Irish Society for Christian Civilisation,20082277,2004-04-04
T3260765525392702209,Irish Rule of Law International,20073541,2010-02-24
T8097319063112908357,Legan Community Childcare Limited,20060763,2003-12-04
T7655023033429755483,Rooskey N S,20133207,2015-12-08
T3364906476664361073,Glencar Community Resource Trust Ltd,20041663,2000-01-20
T297438992988012787,Miscarriage Association Of Ireland,20024420,1995-04-01
T193645145228086804,Ballinlough Youth Café Limited,20078829,2010-08-19
T3000276014412868383,Missionaries Of Charity Of Mother Teresa Of Calcutta,20017446,2009-03-24
T7084501381876231069,Glencree Centre for Peace and Reconciliation,20009823,2020-01-17
T7084501381876231069,Clonmore N S,20134822,2015-12-14
T1511508368249213866,Legion Of Mary-Knock Pilgrimage Account.,20017781,2015-01-01
T4666222178415644121,Daingean Social Services.,20019570,2014-04-02
T2062575467662161785,Cloone/ Aughavas Community Childcare Limited,20045999,2014-09-01
T1227096843737783203,Sn Na Croise Naofa,20115982,2015-11-26
T4590230933270070370,A Little Lifetime Foundation,20031688,2017-03-25
T5825075445270649243,Glenfarne Community Development Trust Limited,20049355,2017-03-31
T353063342962733950,Offaly Association for People with an Intellectual Disability,20017279,1990-01-01
T353063342962733950,Ballybay Cancer Society,20076085,2011-01-31
T3824047578286894907,Leighlinbridge Housing Association Ltd,20062750,2006-02-27
T5477686773186340464,Legion Of Mary-Knock Pilgrimage Account.,20017781,2015-01-01
T7404660525449081118,Offaly Association for People with an Intellectual Disability,20017279,1990-01-01
T7169297305236383177,Roscommon County Citizens Information Service Limited,20048815,2016-12-16
T3751266281168006096,Offaly Hospice Foundation Limited,20025540,2010-05-19
T3751266281168006096,Enniscorthy Swimming Pool Complex.,20016432,2016-11-14
T7723534662010119407,Roscrea Cares Company Limited by Guarantee,20038243,2017-08-04
T4839482105571304097,Ballintleva N S,20133979,2015-11-19
T8210064441899353947,Cara Iorrais Teoranta,20074609,2015-09-11
T8951929843065307667,Obair Newmarket-On-Fergus Limited.,20026738,2006-03-27
T590800591618144656,C.A.S.A. Break Houses.,20027599,2004-06-02
T590800591618144656,Daingean Community Childcare Services Limited,20059767,2015-05-12
T7612985046360615764,C.b.s. Thurles,20148409,2017-11-15
T8284809652575331643,Saint Raphael's Parents and Friends Association,20009960,2000-08-01
T4123985233430932284,Missionary Sisters Servants Of The Holy Spirit-Maynooth,20017316,2013-03-22
T7910383050920429722,Enniscorthy Community Housing CLG,20032630,2019-03-13
T210609428936263918,Missionaries Of Charity Of Mother Teresa Of Calcutta,20017446,2009-03-24
T7913642489337090197,80:20 Educating And Acting For A Better World Limited,20034221,2015-01-06
T554071893309551157,C.b.s. Thurles,20148409,2016-11-08
T554071893309551157,A Little Lifetime Foundation,20031688,2000-05-01
T2548915913745484679,Roscrea Cares Company Limited by Guarantee,20038243,2017-08-04
T7615855873437199137,Clonmel Community Parent Support Programme,20045227,2011-06-28
T556599602916409136,Roscrea Cares Company Limited by Guarantee,20038243,2017-08-04
T9057912660146536855,Ballon Rathoe Childcare Facility Limited,20074289,2009-04-03
T8241793930365308533,1st Edenderry B.P. Scouts,20164034,2008-03-05
T5034309672324584608,C.B.S. James Street,20145378,2013-09-02
T4286943287365846889,Glenbeigh Forever Young Social Centre,20108120,2019-01-14
T4557859752573503583,Ballinskelligs Community Care,20047214,2004-04-01
T6769918938642544103,Clonmany Enterprise Development Limited,20032135,2004-04-01
T2484328518147088135,Sn Na Leanai,20136642,2016-09-03
T2939025924217743682,Ennis Schools Completion Programme Limited,20080631,2012-06-26
T4433360848823537885,Irish Skin Foundation,20078706,2011-01-17
T6309102275765917155,Enniscrone N S,20134198,2015-12-07
T3042635052396511412,Offaly Integrated Local Development Company Limited,20072551,2007-12-05
T50212316714022823,Irish Red Cross Society,20005184,2015-05-23
T2797460270517633604,Leave No Trace (Ireland),20082178,2008-08-08
T5903731369640389574,Glencar Community Resource Trust Ltd,20041663,2000-01-20
T3399127865024496869,Enable Ireland Disability Services,20006617,2000-09-13
T1015921661272658761,Milltown Defibrillator Group,20073343,2009-11-09
T1984656352291955328,Ballinskelligs Community Care,20047214,2013-09-24
T3388169461244965028,Ogonnelloe National School,20110710,2015-12-01
T1674559369026205285,Legal Aid Board,20012489,2016-11-08
T2948160773257289345,St. Joseph's Foundation,20016104,2015-05-05
T3408297692626539051,Ballybay Central NS,20132460,2016-02-09
T2742121243397291192,Lehena Enterprises,20152918,2016-07-17
T7203545072012876928,Rooskey N S,20133207,2004-09-01
T4517946441981459529,Enniscorthy Tidy Towns Association Limited,20050078,2013-05-01
T7700104627184621713,Roscrea N S No 2,20134839,2016-12-01
T7276383489720120725,Saint Ultan's Childcare Project Limited,20070038,2013-02-14
T2233720282204730307,Lehinch N S,20129286,2015-12-18
T8959285246860108170,Enable Ireland Disability Services,20006617,2010-05-25
T3437703438126297269,Glenstal Abbey Operations,20144586,2012-09-22
T3437703438126297269,Glenstal Abbey School,20084516,2016-09-29
T7701258998795817062,Ballinrobe Civic Arts & Amenity Company Limited,20078133,2010-12-13
T4784875808862131094,Offaly Heritage Centre Limited,20025953,1992-06-08
T7048412756832067975,Glenbeigh Community Council Limited,20075941,2000-10-09
T588666264127263682,Irish Rule of Law International,20073541,2017-07-26
T8668121863373693127,C.b.s. Roscommon,20148164,2016-10-15
T3230387561769685498,Irish Rule of Law International,20073541,2009-11-11
T2233497937771158581,Ennis Book Club Festival CLG,20153748,2016-09-01
T6715870631590747841,Milltown Community Care Association,20026219,2000-11-01
T2303939833304836903,Glenstal Abbey School,20084516,2014-06-05
T67157766513908364,Sn Naomh Proinnsias,20130312,2015-12-01
T4455153082772579084,Cloonacool N S,20134105,2015-12-01
T6589944825542566501,Cloonfad N S,20133535,2016-11-01
T3527403534909989171,Leighlinbridge Housing Association Ltd,20062750,2006-02-27
T8116012332879277822,Employment Development and Information Centre (Longford0 Limited,20058708,2012-05-31
T8116012332879277822,Cloontagh Mixed N S,20128388,2015-11-16
T1190812121823374292,Ballinrobe Family Resource Centre Limited,20061456,2012-07-12
T5856403882754646188,Clonown N S,20133641,2015-12-10
T591840227587454193,Millstreet and District Housing Association Limited,20026349,1991-08-22
T4366965360653303189,Lecanvey Community Centre Ltd,20011949,2016-01-01
T8495259708515985363,Ballintotas N S,20112929,2019-12-01
T8973634579667554403,Saint Patrick's National School - Crossmolina.,20018306,2015-12-07
T3363132431391766837,Saint Patrick's National School - Crossmolina.,20018306,2015-12-07
T6933927995165623865,Irish Skin Foundation,20078706,2017-04-01
